CMDLINE /home/ubuntu/anaconda3/envs/sansa/bin/python experiments/memory/amazonbook/run_experiment_mrf_0_5.py
MEM 64591.632812 1683547510.2870
MEM 64591.632812 1683547510.3872
MEM 64591.632812 1683547510.4873
MEM 64591.632812 1683547510.5875
MEM 64591.632812 1683547510.6877
MEM 64591.632812 1683547510.7879
MEM 64591.632812 1683547510.8880
MEM 64591.632812 1683547510.9882
MEM 64591.632812 1683547511.0884
MEM 64591.632812 1683547511.1885
MEM 64591.632812 1683547511.2887
MEM 64591.632812 1683547511.3888
MEM 64591.632812 1683547511.4890
MEM 64591.632812 1683547511.5891
MEM 64591.632812 1683547511.6893
MEM 64591.632812 1683547511.7894
MEM 64591.632812 1683547511.8896
MEM 64591.632812 1683547511.9897
MEM 64591.632812 1683547512.0899
MEM 64591.632812 1683547512.1900
MEM 64591.632812 1683547512.2902
MEM 64591.632812 1683547512.3903
MEM 64591.632812 1683547512.4905
MEM 64591.632812 1683547512.5907
MEM 64591.632812 1683547512.6908
MEM 64591.632812 1683547512.7910
MEM 64591.632812 1683547512.8911
MEM 64591.632812 1683547512.9913
MEM 64591.632812 1683547513.0914
MEM 64591.632812 1683547513.1916
MEM 64591.632812 1683547513.2917
MEM 64591.632812 1683547513.3919
MEM 64591.632812 1683547513.4920
MEM 64591.632812 1683547513.5922
MEM 64591.632812 1683547513.6923
MEM 64591.632812 1683547513.7925
MEM 64591.632812 1683547513.8926
MEM 64591.632812 1683547513.9928
MEM 64591.632812 1683547514.0930
MEM 64591.632812 1683547514.1931
MEM 64591.632812 1683547514.2933
MEM 64591.632812 1683547514.3935
MEM 64591.632812 1683547514.4936
MEM 64591.632812 1683547514.5938
MEM 64591.632812 1683547514.6939
MEM 64591.632812 1683547514.7941
MEM 64591.632812 1683547514.8942
MEM 64591.632812 1683547514.9944
MEM 64591.632812 1683547515.0945
MEM 64591.632812 1683547515.1947
MEM 64591.632812 1683547515.2948
MEM 64591.632812 1683547515.3950
MEM 64591.632812 1683547515.4952
MEM 64591.632812 1683547515.5953
MEM 64591.632812 1683547515.6955
MEM 64591.632812 1683547515.7957
MEM 64591.632812 1683547515.8958
MEM 64591.632812 1683547515.9960
MEM 64591.632812 1683547516.0961
MEM 64591.632812 1683547516.1963
MEM 64591.632812 1683547516.2964
MEM 64591.632812 1683547516.3966
MEM 64591.632812 1683547516.4967
MEM 64591.632812 1683547516.5969
MEM 64591.632812 1683547516.6970
MEM 64591.632812 1683547516.7972
MEM 64591.632812 1683547516.8974
MEM 64591.632812 1683547516.9975
MEM 64591.632812 1683547517.0977
MEM 64591.632812 1683547517.1979
MEM 64591.632812 1683547517.2980
MEM 64591.632812 1683547517.3982
MEM 64591.632812 1683547517.4983
MEM 64591.632812 1683547517.5985
MEM 64591.632812 1683547517.6986
MEM 64591.632812 1683547517.7988
MEM 64591.632812 1683547517.8989
MEM 64591.632812 1683547517.9991
MEM 64591.632812 1683547518.0992
MEM 64591.632812 1683547518.1994
MEM 64591.632812 1683547518.2996
MEM 64591.632812 1683547518.3997
MEM 64591.632812 1683547518.4999
MEM 64591.632812 1683547518.6001
MEM 64591.632812 1683547518.7002
MEM 64591.632812 1683547518.8004
MEM 64591.632812 1683547518.9005
MEM 64591.632812 1683547519.0007
MEM 64591.632812 1683547519.1009
MEM 64591.632812 1683547519.2010
MEM 64591.632812 1683547519.3012
MEM 44054.800781 1683547519.4013
MEM 32821.839844 1683547519.5015
MEM 33135.839844 1683547519.6017
MEM 33451.839844 1683547519.7018
MEM 33765.839844 1683547519.8020
MEM 34075.839844 1683547519.9021
MEM 34389.839844 1683547520.0023
MEM 34701.839844 1683547520.1025
MEM 35017.839844 1683547520.2026
MEM 35333.839844 1683547520.3028
MEM 35647.839844 1683547520.4029
MEM 35963.839844 1683547520.5031
MEM 36277.839844 1683547520.6032
MEM 36591.839844 1683547520.7034
MEM 36907.839844 1683547520.8035
MEM 37223.839844 1683547520.9037
MEM 37535.839844 1683547521.0039
MEM 37851.839844 1683547521.1040
MEM 38165.839844 1683547521.2042
MEM 38481.839844 1683547521.3043
MEM 38797.839844 1683547521.4045
MEM 39111.839844 1683547521.5047
MEM 39427.839844 1683547521.6048
MEM 39741.839844 1683547521.7050
MEM 40057.839844 1683547521.8051
MEM 40373.839844 1683547521.9053
MEM 40687.839844 1683547522.0054
MEM 41003.839844 1683547522.1056
MEM 41319.839844 1683547522.2057
MEM 41633.839844 1683547522.3059
MEM 41949.839844 1683547522.4061
MEM 42263.839844 1683547522.5062
MEM 42579.839844 1683547522.6064
MEM 42895.839844 1683547522.7065
MEM 43209.839844 1683547522.8067
MEM 43525.839844 1683547522.9068
MEM 43839.839844 1683547523.0070
MEM 44153.839844 1683547523.1072
MEM 44467.839844 1683547523.2073
MEM 44781.839844 1683547523.3075
MEM 45097.839844 1683547523.4076
MEM 45411.839844 1683547523.5078
MEM 45725.839844 1683547523.6079
MEM 46039.839844 1683547523.7081
MEM 46351.839844 1683547523.8082
MEM 46663.839844 1683547523.9084
MEM 46979.839844 1683547524.0085
MEM 47293.839844 1683547524.1087
MEM 47607.839844 1683547524.2088
MEM 47921.839844 1683547524.3090
MEM 48235.839844 1683547524.4091
MEM 48551.839844 1683547524.5093
MEM 48865.839844 1683547524.6095
MEM 49177.839844 1683547524.7096
MEM 49493.839844 1683547524.8098
MEM 49807.839844 1683547524.9099
MEM 50121.839844 1683547525.0101
MEM 50433.839844 1683547525.1102
MEM 50749.839844 1683547525.2104
MEM 51063.839844 1683547525.3106
MEM 51379.839844 1683547525.4107
MEM 51695.839844 1683547525.5109
MEM 52007.839844 1683547525.6110
MEM 52321.839844 1683547525.7112
MEM 52637.839844 1683547525.8113
MEM 52951.839844 1683547525.9115
MEM 53267.839844 1683547526.0117
MEM 53581.839844 1683547526.1119
MEM 53895.839844 1683547526.2120
MEM 54209.839844 1683547526.3122
MEM 54525.839844 1683547526.4123
MEM 54837.839844 1683547526.5125
MEM 55151.839844 1683547526.6127
MEM 55465.839844 1683547526.7128
MEM 55781.839844 1683547526.8130
MEM 56095.839844 1683547526.9131
MEM 56409.839844 1683547527.0133
MEM 56723.839844 1683547527.1134
MEM 57039.839844 1683547527.2136
MEM 57353.839844 1683547527.3137
MEM 57667.839844 1683547527.4139
MEM 57981.839844 1683547527.5140
MEM 58295.839844 1683547527.6142
MEM 58609.839844 1683547527.7144
MEM 58925.839844 1683547527.8145
MEM 59239.839844 1683547527.9147
MEM 59553.839844 1683547528.0148
MEM 59867.839844 1683547528.1150
MEM 60179.839844 1683547528.2152
MEM 60487.839844 1683547528.3153
MEM 60795.839844 1683547528.4155
MEM 61105.839844 1683547528.5156
MEM 61413.839844 1683547528.6158
MEM 61727.839844 1683547528.7159
MEM 62043.839844 1683547528.8161
MEM 62357.839844 1683547528.9162
MEM 62671.839844 1683547529.0164
MEM 62985.839844 1683547529.1166
MEM 63299.839844 1683547529.2167
MEM 63613.839844 1683547529.3169
MEM 63927.839844 1683547529.4171
MEM 64241.839844 1683547529.5172
MEM 64555.839844 1683547529.6174
MEM 64875.339844 1683547529.7175
MEM 65201.339844 1683547529.8177
MEM 65525.339844 1683547529.9178
MEM 65849.339844 1683547530.0180
MEM 66171.339844 1683547530.1181
MEM 66495.339844 1683547530.2183
MEM 66819.339844 1683547530.3184
MEM 67143.339844 1683547530.4186
MEM 67467.339844 1683547530.5188
MEM 67791.339844 1683547530.6189
MEM 68115.339844 1683547530.7191
MEM 68439.339844 1683547530.8193
MEM 68763.339844 1683547530.9194
MEM 69087.339844 1683547531.0196
MEM 69411.339844 1683547531.1197
MEM 69735.339844 1683547531.2199
MEM 70059.339844 1683547531.3200
MEM 70385.339844 1683547531.4202
MEM 70709.339844 1683547531.5204
MEM 71033.339844 1683547531.6205
MEM 71357.339844 1683547531.7207
MEM 71681.339844 1683547531.8208
MEM 72005.339844 1683547531.9210
MEM 72329.339844 1683547532.0211
MEM 72651.339844 1683547532.1213
MEM 72975.339844 1683547532.2214
MEM 73297.339844 1683547532.3216
MEM 73621.339844 1683547532.4218
MEM 73945.339844 1683547532.5219
MEM 74269.339844 1683547532.6221
MEM 74591.339844 1683547532.7222
MEM 74915.339844 1683547532.8224
MEM 75237.339844 1683547532.9225
MEM 75561.339844 1683547533.0227
MEM 75885.339844 1683547533.1228
MEM 76211.339844 1683547533.2230
MEM 76535.339844 1683547533.3231
MEM 76859.339844 1683547533.4233
MEM 77183.339844 1683547533.5234
MEM 77505.339844 1683547533.6236
MEM 77829.339844 1683547533.7238
MEM 78153.339844 1683547533.8239
MEM 78477.339844 1683547533.9241
MEM 78801.339844 1683547534.0242
MEM 79125.339844 1683547534.1244
MEM 79449.339844 1683547534.2245
MEM 79773.339844 1683547534.3247
MEM 80097.339844 1683547534.4249
MEM 80421.339844 1683547534.5250
MEM 80745.339844 1683547534.6252
MEM 81069.339844 1683547534.7253
MEM 81395.339844 1683547534.8255
MEM 81719.339844 1683547534.9256
MEM 82043.339844 1683547535.0258
MEM 82367.339844 1683547535.1259
MEM 82691.339844 1683547535.2261
MEM 83013.339844 1683547535.3263
MEM 83337.339844 1683547535.4264
MEM 83659.339844 1683547535.5266
MEM 83983.339844 1683547535.6267
MEM 84305.339844 1683547535.7269
MEM 84629.339844 1683547535.8270
MEM 84951.339844 1683547535.9272
MEM 85275.339844 1683547536.0274
MEM 85599.339844 1683547536.1275
MEM 85921.339844 1683547536.2277
MEM 86243.339844 1683547536.3279
MEM 86567.339844 1683547536.4280
MEM 86885.339844 1683547536.5282
MEM 87203.339844 1683547536.6283
MEM 87521.339844 1683547536.7285
MEM 87839.339844 1683547536.8287
MEM 88161.339844 1683547536.9288
MEM 88483.339844 1683547537.0290
MEM 88807.339844 1683547537.1291
MEM 89131.339844 1683547537.2293
MEM 89455.339844 1683547537.3294
MEM 89779.339844 1683547537.4296
MEM 90103.339844 1683547537.5297
MEM 90427.339844 1683547537.6299
MEM 90749.339844 1683547537.7300
MEM 91073.339844 1683547537.8302
MEM 91399.339844 1683547537.9303
MEM 91723.339844 1683547538.0305
MEM 92047.339844 1683547538.1307
MEM 92369.339844 1683547538.2308
MEM 92693.339844 1683547538.3310
MEM 93017.339844 1683547538.4312
MEM 93341.339844 1683547538.5313
MEM 93665.339844 1683547538.6315
MEM 93991.339844 1683547538.7316
MEM 94315.339844 1683547538.8318
MEM 94639.339844 1683547538.9319
MEM 94963.339844 1683547539.0321
MEM 95287.339844 1683547539.1322
MEM 95611.339844 1683547539.2324
MEM 95935.339844 1683547539.3325
MEM 96259.339844 1683547539.4327
MEM 96583.339844 1683547539.5329
MEM 32584.945312 1683547539.6330
MEM 33229.183594 1683547539.7335
MEM 35095.320312 1683547539.8339
MEM 36967.320312 1683547539.9344
MEM 38855.320312 1683547540.0348
MEM 40717.320312 1683547540.1352
MEM 42513.320312 1683547540.2356
MEM 44387.320312 1683547540.3361
MEM 46251.320312 1683547540.4365
MEM 48123.320312 1683547540.5370
MEM 49891.320312 1683547540.6374
MEM 51753.320312 1683547540.7378
MEM 53625.320312 1683547540.8383
MEM 55499.320312 1683547540.9387
MEM 57289.320312 1683547541.0391
MEM 59157.320312 1683547541.1396
MEM 61029.320312 1683547541.2400
MEM 62931.320312 1683547541.3405
MEM 64602.234375 1683547541.4408
MEM 64708.234375 1683547541.5410
MEM 64814.269531 1683547541.6412
MEM 64920.269531 1683547541.7413
MEM 65028.269531 1683547541.8415
MEM 65134.269531 1683547541.9416
MEM 65240.269531 1683547542.0418
MEM 65346.269531 1683547542.1419
MEM 65454.269531 1683547542.2421
MEM 65560.269531 1683547542.3422
MEM 65666.269531 1683547542.4424
MEM 65772.269531 1683547542.5425
MEM 65878.269531 1683547542.6427
MEM 65986.269531 1683547542.7429
MEM 66092.269531 1683547542.8430
MEM 66198.269531 1683547542.9432
MEM 66304.269531 1683547543.0433
MEM 66410.269531 1683547543.1435
MEM 66518.269531 1683547543.2436
MEM 66624.269531 1683547543.3438
MEM 66730.269531 1683547543.4439
MEM 66836.269531 1683547543.5441
MEM 66942.269531 1683547543.6442
MEM 67050.269531 1683547543.7444
MEM 67156.269531 1683547543.8445
MEM 67262.269531 1683547543.9447
MEM 67368.269531 1683547544.0448
MEM 67474.269531 1683547544.1450
MEM 67580.269531 1683547544.2452
MEM 67688.269531 1683547544.3453
MEM 67794.269531 1683547544.4455
MEM 67900.269531 1683547544.5456
MEM 68006.269531 1683547544.6458
MEM 68112.269531 1683547544.7459
MEM 68218.269531 1683547544.8461
MEM 68326.269531 1683547544.9462
MEM 68432.269531 1683547545.0464
MEM 68538.269531 1683547545.1465
MEM 68644.269531 1683547545.2467
MEM 68752.269531 1683547545.3469
MEM 68858.269531 1683547545.4470
MEM 68964.269531 1683547545.5472
MEM 69070.269531 1683547545.6474
MEM 69176.269531 1683547545.7475
MEM 69282.269531 1683547545.8477
MEM 69390.269531 1683547545.9478
MEM 69496.269531 1683547546.0480
MEM 69602.269531 1683547546.1481
MEM 69708.269531 1683547546.2483
MEM 69814.269531 1683547546.3484
MEM 69922.269531 1683547546.4486
MEM 70028.269531 1683547546.5488
MEM 70134.269531 1683547546.6489
MEM 70240.269531 1683547546.7491
MEM 70348.269531 1683547546.8492
MEM 70454.269531 1683547546.9494
MEM 70560.269531 1683547547.0495
MEM 70666.269531 1683547547.1497
MEM 70772.269531 1683547547.2499
MEM 70880.269531 1683547547.3500
MEM 70986.269531 1683547547.4502
MEM 71092.269531 1683547547.5503
MEM 71198.269531 1683547547.6505
MEM 71304.269531 1683547547.7506
MEM 71412.269531 1683547547.8508
MEM 71518.269531 1683547547.9509
MEM 71624.269531 1683547548.0511
MEM 71730.269531 1683547548.1512
MEM 71838.269531 1683547548.2514
MEM 71944.269531 1683547548.3516
MEM 72050.269531 1683547548.4517
MEM 72156.269531 1683547548.5519
MEM 72262.269531 1683547548.6521
MEM 72368.269531 1683547548.7522
MEM 72476.269531 1683547548.8524
MEM 72582.269531 1683547548.9525
MEM 40587.875000 1683547549.0527
MEM 40587.875000 1683547549.1528
MEM 40587.875000 1683547549.2530
MEM 40587.875000 1683547549.3531
MEM 40587.875000 1683547549.4533
MEM 40587.875000 1683547549.5535
MEM 40587.875000 1683547549.6536
MEM 40587.875000 1683547549.7538
MEM 40587.875000 1683547549.8539
MEM 40587.875000 1683547549.9541
MEM 40587.875000 1683547550.0542
MEM 40587.875000 1683547550.1544
MEM 40587.875000 1683547550.2546
MEM 40587.875000 1683547550.3547
MEM 40587.875000 1683547550.4549
MEM 40587.875000 1683547550.5550
MEM 40587.875000 1683547550.6552
MEM 40587.875000 1683547550.7553
MEM 40587.875000 1683547550.8555
MEM 40587.875000 1683547550.9556
MEM 40587.875000 1683547551.0558
MEM 40587.875000 1683547551.1559
MEM 40587.875000 1683547551.2561
MEM 40587.875000 1683547551.3562
MEM 40587.875000 1683547551.4564
MEM 40587.875000 1683547551.5566
MEM 40587.875000 1683547551.6567
MEM 40587.875000 1683547551.7569
MEM 40587.875000 1683547551.8571
MEM 40587.875000 1683547551.9572
MEM 40587.875000 1683547552.0574
MEM 40587.875000 1683547552.1575
MEM 40587.875000 1683547552.2577
MEM 40587.875000 1683547552.3578
MEM 40587.875000 1683547552.4580
MEM 40587.875000 1683547552.5581
MEM 40587.875000 1683547552.6583
MEM 40587.875000 1683547552.7584
MEM 40587.875000 1683547552.8586
MEM 40587.875000 1683547552.9587
MEM 40587.875000 1683547553.0589
MEM 40587.875000 1683547553.1590
MEM 40587.875000 1683547553.2592
MEM 40587.875000 1683547553.3593
MEM 40587.875000 1683547553.4595
MEM 40587.875000 1683547553.5596
MEM 40587.875000 1683547553.6598
MEM 40587.875000 1683547553.7599
MEM 40587.875000 1683547553.8601
MEM 40587.875000 1683547553.9602
MEM 40587.875000 1683547554.0604
MEM 40587.875000 1683547554.1605
MEM 40587.875000 1683547554.2607
MEM 40587.875000 1683547554.3608
MEM 40587.875000 1683547554.4610
MEM 40587.875000 1683547554.5612
MEM 40587.875000 1683547554.6613
MEM 40587.875000 1683547554.7615
MEM 40587.875000 1683547554.8616
MEM 40587.875000 1683547554.9618
MEM 40587.875000 1683547555.0619
MEM 40587.875000 1683547555.1621
MEM 40587.875000 1683547555.2622
MEM 40587.875000 1683547555.3624
MEM 40587.875000 1683547555.4626
MEM 40587.875000 1683547555.5627
MEM 40587.875000 1683547555.6629
MEM 40587.875000 1683547555.7630
MEM 40587.875000 1683547555.8632
MEM 40587.875000 1683547555.9633
MEM 40587.875000 1683547556.0635
MEM 40587.875000 1683547556.1636
MEM 40587.875000 1683547556.2638
MEM 40587.875000 1683547556.3639
MEM 40587.875000 1683547556.4641
MEM 40587.875000 1683547556.5642
MEM 40587.875000 1683547556.6644
MEM 40587.875000 1683547556.7646
MEM 40587.875000 1683547556.8647
MEM 40587.875000 1683547556.9649
MEM 40587.875000 1683547557.0650
MEM 40587.875000 1683547557.1651
MEM 40587.875000 1683547557.2653
MEM 40587.875000 1683547557.3654
MEM 40587.875000 1683547557.4656
MEM 40587.875000 1683547557.5657
MEM 40587.875000 1683547557.6659
MEM 40587.875000 1683547557.7661
MEM 40587.875000 1683547557.8662
MEM 40587.875000 1683547557.9664
MEM 40587.875000 1683547558.0665
MEM 40587.875000 1683547558.1666
MEM 40587.875000 1683547558.2668
MEM 40587.875000 1683547558.3669
MEM 40587.875000 1683547558.4671
MEM 40587.875000 1683547558.5672
MEM 40587.875000 1683547558.6674
MEM 40587.875000 1683547558.7675
MEM 40587.875000 1683547558.8677
MEM 40587.875000 1683547558.9678
MEM 40587.875000 1683547559.0680
MEM 40587.875000 1683547559.1681
MEM 40587.875000 1683547559.2683
MEM 40587.875000 1683547559.3685
MEM 40587.875000 1683547559.4686
MEM 40587.875000 1683547559.5688
MEM 40587.875000 1683547559.6689
MEM 40587.875000 1683547559.7691
MEM 40587.875000 1683547559.8692
MEM 40587.875000 1683547559.9694
MEM 40587.875000 1683547560.0695
MEM 40587.875000 1683547560.1697
MEM 40587.875000 1683547560.2698
MEM 40587.875000 1683547560.3700
MEM 40587.875000 1683547560.4701
MEM 40587.875000 1683547560.5703
MEM 40587.875000 1683547560.6704
MEM 40587.875000 1683547560.7706
MEM 40587.875000 1683547560.8708
MEM 40587.875000 1683547560.9709
MEM 40587.875000 1683547561.0711
MEM 40587.875000 1683547561.1712
MEM 40587.875000 1683547561.2714
MEM 40587.875000 1683547561.3715
MEM 40587.875000 1683547561.4717
MEM 40587.875000 1683547561.5718
MEM 40587.875000 1683547561.6720
MEM 40587.875000 1683547561.7734
MEM 40587.875000 1683547561.8735
MEM 40587.875000 1683547561.9737
MEM 40587.875000 1683547562.0738
MEM 40587.875000 1683547562.1740
MEM 40587.875000 1683547562.2742
MEM 40587.875000 1683547562.3743
MEM 40587.875000 1683547562.4745
MEM 40587.875000 1683547562.5746
MEM 40587.875000 1683547562.6748
MEM 40587.875000 1683547562.7749
MEM 40587.875000 1683547562.8751
MEM 40587.875000 1683547562.9752
MEM 40587.875000 1683547563.0754
MEM 40587.875000 1683547563.1755
MEM 40587.875000 1683547563.2757
MEM 40587.875000 1683547563.3758
MEM 40587.875000 1683547563.4760
MEM 40587.875000 1683547563.5761
MEM 40587.875000 1683547563.6763
MEM 40587.875000 1683547563.7765
MEM 40587.875000 1683547563.8766
MEM 40587.875000 1683547563.9768
MEM 40587.875000 1683547564.0769
MEM 40587.875000 1683547564.1771
MEM 40587.875000 1683547564.2772
MEM 40587.875000 1683547564.3773
MEM 40587.875000 1683547564.4775
MEM 40587.875000 1683547564.5776
MEM 40587.875000 1683547564.6778
MEM 40587.875000 1683547564.7779
MEM 40587.875000 1683547564.8781
MEM 40587.875000 1683547564.9782
MEM 40587.875000 1683547565.0784
MEM 40587.875000 1683547565.1786
MEM 40587.875000 1683547565.2787
MEM 40587.875000 1683547565.3789
MEM 40587.875000 1683547565.4790
MEM 40587.875000 1683547565.5792
MEM 40587.875000 1683547565.6793
MEM 40587.875000 1683547565.7795
MEM 40587.875000 1683547565.8796
MEM 40587.875000 1683547565.9798
MEM 40587.875000 1683547566.0799
MEM 40587.875000 1683547566.1801
MEM 40587.875000 1683547566.2802
MEM 40587.875000 1683547566.3804
MEM 40587.875000 1683547566.4805
MEM 40587.875000 1683547566.5807
MEM 40587.875000 1683547566.6808
MEM 40587.875000 1683547566.7810
MEM 40587.875000 1683547566.8812
MEM 40587.875000 1683547566.9813
MEM 40587.875000 1683547567.0815
MEM 40587.875000 1683547567.1816
MEM 40587.875000 1683547567.2818
MEM 40587.875000 1683547567.3820
MEM 40587.875000 1683547567.4821
MEM 40587.875000 1683547567.5823
MEM 40587.875000 1683547567.6824
MEM 40587.875000 1683547567.7826
MEM 40587.875000 1683547567.8827
MEM 40587.875000 1683547567.9829
MEM 40587.875000 1683547568.0830
MEM 40587.875000 1683547568.1832
MEM 40587.875000 1683547568.2834
MEM 40587.875000 1683547568.3835
MEM 40587.875000 1683547568.4837
MEM 40587.875000 1683547568.5838
MEM 40587.875000 1683547568.6841
MEM 40587.875000 1683547568.7842
MEM 40587.875000 1683547568.8844
MEM 40587.875000 1683547568.9845
MEM 40587.875000 1683547569.0847
MEM 40587.875000 1683547569.1849
MEM 40587.875000 1683547569.2850
MEM 40587.875000 1683547569.3852
MEM 40587.875000 1683547569.4854
MEM 40587.875000 1683547569.5855
MEM 40587.875000 1683547569.6857
MEM 40587.875000 1683547569.7858
MEM 40587.875000 1683547569.8860
MEM 40587.875000 1683547569.9862
MEM 40587.875000 1683547570.0863
MEM 40587.875000 1683547570.1865
MEM 40587.875000 1683547570.2867
MEM 40587.875000 1683547570.3869
MEM 40587.875000 1683547570.4870
MEM 40587.875000 1683547570.5872
MEM 40587.875000 1683547570.6873
MEM 40587.875000 1683547570.7875
MEM 40587.875000 1683547570.8876
MEM 40587.875000 1683547570.9878
MEM 40587.875000 1683547571.0879
MEM 40587.875000 1683547571.1881
MEM 40587.875000 1683547571.2883
MEM 40587.875000 1683547571.3884
MEM 40587.875000 1683547571.4886
MEM 40587.875000 1683547571.5887
MEM 40587.875000 1683547571.6889
MEM 40587.875000 1683547571.7890
MEM 40587.875000 1683547571.8892
MEM 40587.875000 1683547571.9894
MEM 40587.875000 1683547572.0895
MEM 40587.875000 1683547572.1897
MEM 40587.875000 1683547572.2898
MEM 40587.875000 1683547572.3900
MEM 40587.875000 1683547572.4901
MEM 40587.875000 1683547572.5903
MEM 40587.875000 1683547572.6904
MEM 40587.875000 1683547572.7906
MEM 40587.875000 1683547572.8908
MEM 40587.875000 1683547572.9909
MEM 40587.875000 1683547573.0911
MEM 40587.875000 1683547573.1912
MEM 40587.875000 1683547573.2914
MEM 40587.875000 1683547573.3916
MEM 40587.875000 1683547573.4917
MEM 40587.875000 1683547573.5919
MEM 40587.875000 1683547573.6920
MEM 40587.875000 1683547573.7922
MEM 40587.875000 1683547573.8923
MEM 40587.875000 1683547573.9925
MEM 40587.875000 1683547574.0926
MEM 40587.875000 1683547574.1928
MEM 40587.875000 1683547574.2930
MEM 40587.875000 1683547574.3931
MEM 40587.875000 1683547574.4933
MEM 40587.875000 1683547574.5934
MEM 40587.875000 1683547574.6936
MEM 40587.875000 1683547574.7937
MEM 40587.875000 1683547574.8939
MEM 40587.875000 1683547574.9940
MEM 40587.875000 1683547575.0942
MEM 40587.875000 1683547575.1943
MEM 40587.875000 1683547575.2945
MEM 40587.875000 1683547575.3947
MEM 40587.875000 1683547575.4948
MEM 40587.875000 1683547575.5950
MEM 40587.875000 1683547575.6951
MEM 40587.875000 1683547575.7953
MEM 40587.875000 1683547575.8954
MEM 40587.875000 1683547575.9956
MEM 40587.875000 1683547576.0957
MEM 40587.875000 1683547576.1959
MEM 40587.875000 1683547576.2960
MEM 40587.875000 1683547576.3962
MEM 40587.875000 1683547576.4963
MEM 40587.875000 1683547576.5965
MEM 40587.875000 1683547576.6966
MEM 40587.875000 1683547576.7968
MEM 40587.875000 1683547576.8969
MEM 40587.875000 1683547576.9971
MEM 40587.875000 1683547577.0972
MEM 40587.875000 1683547577.1974
MEM 40587.875000 1683547577.2976
MEM 40587.875000 1683547577.3977
MEM 40587.875000 1683547577.4979
MEM 40587.875000 1683547577.5980
MEM 40587.875000 1683547577.6982
MEM 40587.875000 1683547577.7983
MEM 40587.875000 1683547577.8985
MEM 40587.875000 1683547577.9986
MEM 40587.875000 1683547578.0988
MEM 40587.875000 1683547578.1990
MEM 40587.875000 1683547578.2991
MEM 40587.875000 1683547578.3993
MEM 40587.875000 1683547578.4994
MEM 40587.875000 1683547578.5996
MEM 40587.875000 1683547578.6997
MEM 40587.875000 1683547578.7999
MEM 40587.875000 1683547578.9001
MEM 40587.875000 1683547579.0002
MEM 40587.875000 1683547579.1004
MEM 40587.875000 1683547579.2005
MEM 40587.875000 1683547579.3007
MEM 40587.875000 1683547579.4008
MEM 40587.875000 1683547579.5010
MEM 40587.875000 1683547579.6011
MEM 40587.875000 1683547579.7013
MEM 40587.875000 1683547579.8014
MEM 40587.875000 1683547579.9016
MEM 40587.875000 1683547580.0017
MEM 40587.875000 1683547580.1019
MEM 40587.875000 1683547580.2020
MEM 40587.875000 1683547580.3022
MEM 40587.875000 1683547580.4024
MEM 40587.875000 1683547580.5025
MEM 40587.875000 1683547580.6027
MEM 40587.875000 1683547580.7028
MEM 40587.875000 1683547580.8030
MEM 40587.875000 1683547580.9031
MEM 40587.875000 1683547581.0033
MEM 40587.875000 1683547581.1034
MEM 40587.875000 1683547581.2036
MEM 40587.875000 1683547581.3037
MEM 40587.875000 1683547581.4039
MEM 40587.875000 1683547581.5040
MEM 40587.875000 1683547581.6042
MEM 40587.875000 1683547581.7043
MEM 40587.875000 1683547581.8045
MEM 40587.875000 1683547581.9047
MEM 40587.875000 1683547582.0048
MEM 40587.875000 1683547582.1050
MEM 40587.875000 1683547582.2051
MEM 40587.875000 1683547582.3053
MEM 40587.875000 1683547582.4054
MEM 40587.875000 1683547582.5056
MEM 40587.875000 1683547582.6057
MEM 40587.875000 1683547582.7059
MEM 40587.875000 1683547582.8060
MEM 40587.875000 1683547582.9062
MEM 40587.875000 1683547583.0063
MEM 40587.875000 1683547583.1065
MEM 40587.875000 1683547583.2066
MEM 40587.875000 1683547583.3068
MEM 40587.875000 1683547583.4069
MEM 40587.875000 1683547583.5071
MEM 40587.875000 1683547583.6072
MEM 40587.875000 1683547583.7074
MEM 40587.875000 1683547583.8075
MEM 40587.875000 1683547583.9077
MEM 40587.875000 1683547584.0078
MEM 40587.875000 1683547584.1080
MEM 40587.875000 1683547584.2081
MEM 40587.875000 1683547584.3083
MEM 40587.875000 1683547584.4084
MEM 40587.875000 1683547584.5086
MEM 40587.875000 1683547584.6087
MEM 40587.875000 1683547584.7089
MEM 40587.875000 1683547584.8091
MEM 40587.875000 1683547584.9092
MEM 40587.875000 1683547585.0094
MEM 40587.875000 1683547585.1095
MEM 40587.875000 1683547585.2097
MEM 40587.875000 1683547585.3098
MEM 40587.875000 1683547585.4100
MEM 40587.875000 1683547585.5101
MEM 40587.875000 1683547585.6103
MEM 40587.875000 1683547585.7104
MEM 40587.875000 1683547585.8106
MEM 40587.875000 1683547585.9107
MEM 40587.875000 1683547586.0109
MEM 40587.875000 1683547586.1110
MEM 40587.875000 1683547586.2112
MEM 40587.875000 1683547586.3114
MEM 40587.875000 1683547586.4115
MEM 40587.875000 1683547586.5117
MEM 40587.875000 1683547586.6118
MEM 40587.875000 1683547586.7120
MEM 40587.875000 1683547586.8121
MEM 40587.875000 1683547586.9123
MEM 40587.875000 1683547587.0124
MEM 40587.875000 1683547587.1126
MEM 40587.875000 1683547587.2127
MEM 40587.875000 1683547587.3129
MEM 40587.875000 1683547587.4130
MEM 40587.875000 1683547587.5132
MEM 40587.875000 1683547587.6133
MEM 40587.875000 1683547587.7135
